transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
2072,4/3/2019,11:02:48,5,30,5004,N,1,1,54,1,2.5,2.5,N
2075,4/3/2019,11:41:57,5,26,5657,N,1,1,48,2,5,2.5,N
2083,4/3/2019,13:01:11,5,12,5682,Y,1,1,25,1,2.2,2.2,N
2083,4/3/2019,13:01:11,5,12,5682,Y,1,5,73,1,3.75,3.75,N
2092,4/3/2019,14:11:27,5,30,5568,N,1,1,54,2,5,2.5,N
2092,4/3/2019,14:11:27,5,30,5568,N,1,5,79,1,3.75,3.75,N
2124,4/3/2019,11:08:56,5,26,5389,N,1,1,38,1,3.75,3.75,N
2132,4/3/2019,10:30:42,5,12,5287,Y,1,1,50,2,5,2.5,N
2136,4/3/2019,16:21:50,5,12,5764,Y,1,1,39,2,8.5,4.25,N
2136,4/3/2019,16:21:50,5,12,5764,Y,1,5,75,1,3.5,3.5,N
2149,4/3/2019,10:40:11,5,12,5912,Y,1,1,36,2,7.5,3.75,N
2150,4/3/2019,18:02:34,5,12,5130,N,1,1,41,1,4.25,4.25,N
2185,4/3/2019,9:28:23,5,30,5154,Y,1,1,51,2,6,3,N
2208,4/3/2019,15:14:15,5,12,5850,Y,1,1,49,1,3,3,N
2208,4/3/2019,15:14:15,5,12,5850,Y,1,5,76,1,3.5,3.5,N
2211,4/3/2019,15:10:02,5,30,5426,N,1,1,32,2,6,3,N
2216,4/3/2019,7:53:40,5,26,5820,N,1,1,28,1,2,2,N
2219,4/3/2019,18:13:18,5,30,5377,N,1,1,39,1,4.25,4.25,N
2224,4/3/2019,15:13:46,5,30,5057,Y,1,1,37,2,6,3,N
2230,4/3/2019,13:32:40,5,30,5798,N,1,1,30,2,6,3,N
2233,4/3/2019,8:33:57,5,30,5384,Y,1,1,43,1,3,3,N
2233,4/3/2019,8:33:57,5,30,5384,Y,1,5,74,1,3.5,3.5,N
2248,4/3/2019,9:24:42,5,30,5210,Y,1,1,57,1,3.1,3.1,N
2248,4/3/2019,9:24:42,5,30,5210,Y,1,5,79,1,3.75,3.75,N
2250,4/3/2019,12:16:03,5,26,5026,N,1,1,25,2,4.4,2.2,N
2251,4/3/2019,7:17:23,5,12,5326,Y,1,1,45,1,3,3,N
2253,4/3/2019,10:19:53,5,26,5925,N,1,1,34,1,2.45,2.45,N
2259,4/3/2019,7:58:23,5,12,5633,Y,1,1,58,1,3.5,3.5,N
2271,4/3/2019,10:20:42,5,30,5885,N,1,1,38,1,3.75,3.75,N
2272,4/3/2019,14:26:31,5,30,5713,Y,1,1,56,2,5.1,2.55,N
2277,4/3/2019,11:46:57,5,12,5001,Y,1,1,28,1,2,2,N
2281,4/3/2019,14:13:47,5,30,5390,Y,1,1,54,2,5,2.5,N
2281,4/3/2019,14:13:47,5,30,5390,Y,1,5,72,1,3.25,3.25,N
2294,4/3/2019,13:56:40,5,26,5501,N,1,1,38,2,7.5,3.75,N
2304,4/3/2019,7:16:16,5,12,5538,N,1,1,23,2,5,2.5,N
2305,4/3/2019,15:47:31,5,30,5025,Y,1,1,48,1,2.5,2.5,N
2311,4/3/2019,7:29:28,5,26,5259,Y,1,1,52,2,5,2.5,N
2328,4/3/2019,9:59:01,5,12,5602,Y,1,1,49,1,3,3,N
2328,4/3/2019,9:59:01,5,12,5602,Y,1,5,79,1,3.75,3.75,N
2329,4/3/2019,8:31:07,5,12,5649,Y,1,1,41,1,4.25,4.25,N
2329,4/3/2019,8:31:07,5,12,5649,Y,1,5,78,1,4.5,4.5,N
2330,4/3/2019,11:52:38,5,26,5292,Y,1,1,37,1,3,3,N
2335,4/3/2019,13:31:04,5,12,5767,Y,1,1,43,1,3,3,N
2335,4/3/2019,13:31:04,5,12,5767,Y,1,5,74,1,3.5,3.5,N
2345,4/3/2019,11:53:41,5,12,5817,Y,1,1,58,2,7,3.5,N
2345,4/3/2019,11:53:41,5,12,5817,Y,1,5,73,1,3.75,3.75,N
2347,4/3/2019,7:52:21,5,30,5121,Y,1,1,55,1,4,4,N
2349,4/3/2019,10:25:55,5,26,5752,Y,1,1,26,2,6,3,N
2351,4/3/2019,8:09:50,5,26,5406,Y,1,1,60,2,7.5,3.75,N
2355,4/3/2019,16:58:35,5,12,5376,N,1,1,32,2,6,3,N
2355,4/3/2019,16:58:35,5,12,5376,N,1,5,69,1,3.25,3.25,N
2358,4/3/2019,8:40:01,5,30,5072,N,1,1,48,2,5,2.5,N
2368,4/3/2019,16:48:53,5,30,5823,Y,1,1,59,2,9,4.5,N
2370,4/3/2019,7:28:43,5,12,5930,Y,1,1,55,2,8,4,N
2372,4/3/2019,7:04:46,5,26,5515,N,1,1,43,2,6,3,N
2372,4/3/2019,7:04:46,5,26,5515,N,1,5,78,1,4.5,4.5,N
2373,4/3/2019,9:00:19,5,30,5707,N,1,1,41,1,4.25,4.25,N
2376,4/3/2019,12:01:39,5,26,5878,Y,1,1,28,2,4,2,N
2381,4/3/2019,14:08:43,5,30,5798,N,1,1,53,2,6,3,N
2382,4/3/2019,10:20:59,5,26,5054,N,1,1,34,1,2.45,2.45,N
2383,4/3/2019,16:59:26,5,12,5257,Y,1,1,57,2,6.2,3.1,N
2387,4/3/2019,10:54:07,5,26,5556,N,1,1,33,1,3.5,3.5,N
2406,4/3/2019,16:34:56,5,30,5276,Y,1,1,61,1,4.75,4.75,N
2406,4/3/2019,16:34:56,5,30,5276,Y,1,5,75,1,3.5,3.5,N
2413,4/3/2019,14:42:59,5,12,5825,N,1,1,51,1,3,3,N
2415,4/3/2019,8:22:50,5,26,5427,Y,1,1,48,2,5,2.5,N
2417,4/3/2019,11:33:43,5,26,5525,N,1,1,57,1,3.1,3.1,N
2435,4/3/2019,15:30:42,5,30,5821,Y,1,1,22,2,4,2,N
2439,4/3/2019,17:59:40,5,30,5690,Y,1,1,27,1,3.5,3.5,N
2442,4/3/2019,13:24:11,5,26,5712,N,1,1,59,1,4.5,4.5,N
2444,4/3/2019,9:37:22,5,12,5127,Y,1,1,50,2,5,2.5,N
2448,4/3/2019,12:42:57,5,12,5246,N,1,1,47,2,6,3,N
2452,4/3/2019,10:55:47,5,12,5406,N,1,1,27,1,3.5,3.5,N
2453,4/3/2019,17:08:38,5,26,5897,Y,1,1,30,2,6,3,N
2455,4/3/2019,7:22:21,5,30,5740,N,1,1,50,1,2.5,2.5,N
2455,4/3/2019,7:22:21,5,30,5740,N,1,5,69,1,3.25,3.25,N
2462,4/3/2019,11:52:26,5,12,5762,N,1,1,24,2,6,3,N
2469,4/3/2019,11:33:06,5,26,5627,N,1,1,31,2,4.4,2.2,N
2481,4/3/2019,8:16:14,5,30,5496,N,1,1,61,2,9.5,4.75,N
2492,4/3/2019,16:09:34,5,12,5253,N,1,1,31,1,2.2,2.2,N
2494,4/3/2019,16:56:18,5,12,5163,Y,1,1,51,2,6,3,N
2497,4/3/2019,14:48:23,5,30,5930,N,1,1,56,2,5.1,2.55,N
2503,4/3/2019,14:04:19,5,30,5826,N,1,1,44,2,5,2.5,N
2509,4/3/2019,15:57:20,5,26,5387,N,1,1,60,2,7.5,3.75,N
2509,4/3/2019,15:57:20,5,26,5387,N,1,5,76,1,3.5,3.5,N
2520,4/3/2019,12:05:09,5,30,5233,Y,1,1,24,1,3,3,N
2522,4/3/2019,10:42:53,5,26,5317,Y,1,1,31,2,4.4,2.2,N
2522,4/3/2019,10:42:53,5,26,5317,Y,1,5,72,1,3.25,3.25,N
1,4/3/2019,13:26:51,8,42,8349,N,1,1,44,1,2.5,2.5,N
1,4/3/2019,13:26:51,8,42,8349,N,1,5,70,1,3.25,3.25,N
4,4/3/2019,10:06:47,8,15,8002,Y,1,1,51,1,3,3,N
8,4/3/2019,19:10:47,8,45,8144,N,1,1,34,2,4.9,2.45,N
9,4/3/2019,12:38:33,8,45,8450,N,1,1,56,1,2.55,2.55,N
10,4/3/2019,8:55:24,8,45,8141,N,1,1,35,2,6.2,3.1,N
12,4/3/2019,18:23:00,8,45,8011,N,1,1,42,1,2.5,2.5,N
29,4/3/2019,19:52:52,8,45,8356,Y,1,1,52,2,5,2.5,N
30,4/3/2019,12:20:20,8,15,8472,Y,1,1,52,1,2.5,2.5,N
48,4/3/2019,18:44:21,8,42,8482,N,1,1,27,2,7,3.5,N
48,4/3/2019,18:44:21,8,42,8482,N,1,5,75,1,3.5,3.5,N
53,4/3/2019,17:33:29,8,42,8400,N,1,1,56,1,2.55,2.55,N
54,4/3/2019,14:24:01,8,15,8120,Y,1,1,23,2,5,2.5,N
54,4/3/2019,14:24:01,8,15,8120,Y,1,5,74,1,3.5,3.5,N
55,4/3/2019,14:06:12,8,42,8213,N,1,1,45,2,6,3,N
56,4/3/2019,13:04:55,8,15,8364,Y,1,1,52,2,5,2.5,N
64,4/3/2019,14:33:36,8,15,8354,N,1,1,45,2,6,3,N
76,4/3/2019,8:13:05,8,45,8278,N,1,1,37,1,3,3,N
76,4/3/2019,8:13:05,8,45,8278,N,1,5,76,1,3.5,3.5,N
79,4/3/2019,10:49:47,8,42,8312,Y,1,1,37,1,3,3,N
83,4/3/2019,11:17:01,8,42,8340,Y,1,1,38,2,7.5,3.75,N
86,4/3/2019,13:01:04,8,42,8229,Y,1,1,27,2,7,3.5,N
88,4/3/2019,10:28:45,8,45,8057,N,1,1,56,1,2.55,2.55,N
94,4/3/2019,15:40:06,8,42,8231,Y,1,1,61,2,9.5,4.75,N
97,4/3/2019,16:23:27,8,45,8443,N,1,1,25,2,4.4,2.2,N
98,4/3/2019,11:04:27,8,45,8062,Y,1,1,59,2,9,4.5,N
98,4/3/2019,11:04:27,8,45,8062,Y,1,5,70,1,3.25,3.25,N
102,4/3/2019,14:53:17,8,15,8086,Y,1,1,35,2,6.2,3.1,N
102,4/3/2019,14:53:17,8,15,8086,Y,1,5,72,1,3.25,3.25,N
110,4/3/2019,15:42:01,8,15,8074,Y,1,1,42,1,2.5,2.5,N
111,4/3/2019,15:19:59,8,15,8499,Y,1,1,48,1,2.5,2.5,N
119,4/3/2019,11:38:23,8,15,8261,N,1,1,49,2,6,3,N
124,4/3/2019,18:27:26,8,45,8223,N,1,1,32,1,3,3,N
130,4/3/2019,12:55:08,8,15,8375,Y,1,1,24,2,6,3,N
141,4/3/2019,17:09:42,8,15,8197,N,1,1,52,1,2.5,2.5,N
156,4/3/2019,9:34:48,8,42,8468,N,1,1,60,2,7.5,3.75,N
160,4/3/2019,10:46:20,8,45,8053,Y,1,1,56,2,5.1,2.55,N
173,4/3/2019,12:06:47,8,45,8035,Y,1,1,38,1,3.75,3.75,N
174,4/3/2019,9:52:19,8,45,8224,N,1,1,51,2,6,3,N
185,4/3/2019,17:06:44,8,42,8405,Y,1,1,49,2,6,3,N
190,4/3/2019,19:23:22,8,15,8069,N,1,1,61,2,9.5,4.75,N
192,4/3/2019,18:34:44,8,42,8175,Y,1,1,60,2,7.5,3.75,N
195,4/3/2019,8:15:37,8,45,8035,N,1,1,41,1,4.25,4.25,N
210,4/3/2019,19:41:36,8,42,8254,N,1,1,35,1,3.1,3.1,N
222,4/3/2019,15:05:12,8,42,8295,N,1,1,29,2,5,2.5,N
223,4/3/2019,16:55:17,8,45,8365,N,1,1,61,1,4.75,4.75,N
229,4/3/2019,8:31:50,8,45,8201,N,1,1,25,1,2.2,2.2,N
230,4/3/2019,13:17:46,8,45,8440,N,1,1,23,1,2.5,2.5,N
236,4/3/2019,15:18:13,8,15,8085,Y,1,1,32,2,6,3,N
243,4/3/2019,12:21:24,8,42,8079,N,1,1,49,2,6,3,N
254,4/3/2019,10:47:36,8,15,8341,Y,1,1,42,2,5,2.5,N
254,4/3/2019,10:47:36,8,15,8341,Y,1,5,74,1,3.5,3.5,N
256,4/3/2019,14:56:27,8,15,8132,Y,1,1,44,1,2.5,2.5,N
263,4/3/2019,17:59:44,8,15,8250,N,1,1,37,2,6,3,N
264,4/3/2019,19:06:16,8,42,8019,N,1,1,43,2,6,3,N
268,4/3/2019,9:37:45,8,45,8027,Y,1,1,27,1,3.5,3.5,N
270,4/3/2019,12:50:18,8,45,8140,Y,1,1,27,1,3.5,3.5,N
275,4/3/2019,17:34:35,8,42,8409,Y,1,1,24,1,3,3,N
278,4/3/2019,17:06:42,8,42,8018,N,1,1,57,1,3.1,3.1,N
287,4/3/2019,13:11:49,8,42,8050,N,1,1,45,2,6,3,N
301,4/3/2019,16:40:42,8,42,8236,N,1,1,26,2,6,3,N
317,4/3/2019,16:27:30,8,45,8293,Y,1,1,29,1,2.5,2.5,N
326,4/3/2019,12:30:59,8,45,8008,Y,1,1,53,1,3,3,N
354,4/3/2019,12:35:27,8,15,8248,Y,1,1,61,2,9.5,4.75,N
361,4/3/2019,11:26:18,8,15,8220,Y,1,1,52,1,2.5,2.5,N
370,4/3/2019,12:14:46,8,15,8089,Y,1,1,56,1,2.55,2.55,N
378,4/3/2019,15:45:20,8,42,8369,N,1,1,58,1,3.5,3.5,N
384,4/3/2019,18:14:19,8,45,8136,Y,1,1,45,2,6,3,N
386,4/3/2019,16:48:17,8,15,8143,Y,1,1,39,1,4.25,4.25,N
387,4/3/2019,9:07:36,8,42,8384,Y,1,1,52,1,2.5,2.5,N
387,4/3/2019,9:07:36,8,42,8384,Y,1,5,73,1,3.75,3.75,N
388,4/3/2019,10:07:25,8,42,8130,N,1,1,27,1,3.5,3.5,N
393,4/3/2019,11:32:45,8,42,8010,Y,1,1,50,1,2.5,2.5,N
393,4/3/2019,11:32:45,8,42,8010,Y,1,5,78,1,4.5,4.5,N
399,4/3/2019,18:40:54,8,15,8320,Y,1,1,43,2,6,3,N
410,4/3/2019,14:55:36,8,45,8425,Y,1,1,34,1,2.45,2.45,N
416,4/3/2019,19:19:20,8,45,8380,N,1,1,35,1,3.1,3.1,N
430,4/3/2019,10:26:25,8,42,8321,Y,1,1,47,1,3,3,N
437,4/3/2019,12:47:41,8,45,8339,N,1,1,50,2,5,2.5,N
446,4/3/2019,11:22:41,8,15,8255,Y,1,1,53,2,6,3,N
452,4/3/2019,12:26:12,8,42,8116,N,1,1,22,2,4,2,N
452,4/3/2019,12:26:12,8,42,8116,N,1,5,76,1,3.5,3.5,N
454,4/3/2019,12:42:49,8,42,8214,Y,1,1,28,2,4,2,N
454,4/3/2019,12:42:49,8,42,8214,Y,1,5,77,1,3,3,N
455,4/3/2019,8:21:44,8,45,8268,Y,1,1,22,2,4,2,N
456,4/3/2019,16:24:45,8,15,8041,Y,1,1,53,2,6,3,N
456,4/3/2019,16:24:45,8,15,8041,Y,1,5,75,1,3.5,3.5,N
458,4/3/2019,17:27:11,8,15,8292,N,1,1,56,1,2.55,2.55,N
462,4/3/2019,11:55:23,8,45,8401,Y,1,1,22,2,4,2,N
466,4/3/2019,12:58:51,8,15,8459,Y,1,1,41,2,8.5,4.25,N
468,4/3/2019,8:40:29,8,42,8307,N,1,1,56,1,2.55,2.55,N
468,4/3/2019,8:40:29,8,42,8307,N,1,5,69,1,3.25,3.25,N
472,4/3/2019,9:25:51,8,42,8476,Y,1,1,40,2,7.5,3.75,N
476,4/3/2019,11:31:11,8,15,8079,Y,1,1,50,1,2.5,2.5,N
481,4/3/2019,17:35:54,8,45,8257,Y,1,1,38,1,3.75,3.75,N
483,4/3/2019,10:58:20,8,45,8100,N,1,1,45,1,3,3,N
485,4/3/2019,18:48:43,8,42,8100,Y,1,1,37,2,6,3,N
488,4/3/2019,11:26:09,8,42,8176,Y,1,1,61,2,9.5,4.75,N
490,4/3/2019,19:22:36,8,45,8009,Y,1,1,50,2,5,2.5,N
493,4/3/2019,17:13:55,8,45,8457,N,1,1,49,2,6,3,N
493,4/3/2019,17:13:55,8,45,8457,N,1,5,75,1,3.5,3.5,N
495,4/3/2019,9:19:21,8,45,8297,N,1,1,45,1,3,3,N
501,4/3/2019,14:08:26,8,42,8435,N,1,1,39,1,4.25,4.25,N
503,4/3/2019,18:41:08,8,45,8410,Y,1,1,46,2,5,2.5,N
508,4/3/2019,16:39:16,8,45,8147,N,1,1,48,1,2.5,2.5,N
523,4/3/2019,14:23:54,8,42,8173,Y,1,1,42,2,5,2.5,N
529,4/3/2019,16:25:31,8,42,8393,Y,1,1,53,1,3,3,N
538,4/3/2019,16:32:09,8,45,8213,N,1,1,57,2,6.2,3.1,N
539,4/3/2019,14:55:02,8,45,8112,Y,1,1,87,2,6,3,N
548,4/3/2019,8:19:32,8,42,8236,N,1,1,59,1,4.5,4.5,N
557,4/3/2019,18:10:49,8,45,8069,N,1,1,60,1,3.75,3.75,N
558,4/3/2019,14:43:48,8,42,8263,Y,1,1,59,2,9,4.5,N
564,4/3/2019,16:00:06,8,15,8363,N,1,1,24,2,6,3,N
574,4/3/2019,12:06:58,8,15,8326,N,1,1,40,1,3.75,3.75,N
578,4/3/2019,18:18:00,8,15,8032,N,1,1,31,2,4.4,2.2,N
581,4/3/2019,11:56:52,8,42,8407,Y,1,1,35,2,6.2,3.1,N
583,4/3/2019,14:55:36,8,15,8209,Y,1,1,35,2,6.2,3.1,N
597,4/3/2019,10:21:44,8,45,8350,Y,1,1,58,2,7,3.5,N
599,4/3/2019,16:31:06,8,15,8036,Y,1,1,32,1,3,3,N
599,4/3/2019,16:31:06,8,15,8036,Y,1,5,71,1,3.75,3.75,N
604,4/3/2019,14:22:17,8,42,8344,N,1,1,47,2,6,3,N
613,4/3/2019,15:53:24,8,42,8152,Y,1,1,39,1,4.25,4.25,N
620,4/3/2019,18:28:01,8,15,8303,N,1,1,34,1,2.45,2.45,N
626,4/3/2019,10:57:47,8,15,8299,Y,1,1,49,2,6,3,N
636,4/3/2019,18:22:55,8,45,8290,N,1,1,42,2,5,2.5,N
649,4/3/2019,17:32:11,8,42,8169,Y,1,1,59,1,4.5,4.5,N
666,4/3/2019,17:25:29,8,15,8201,Y,1,1,25,2,4.4,2.2,N
667,4/3/2019,16:08:18,8,15,8023,Y,1,1,47,1,3,3,N
671,4/3/2019,15:41:26,8,45,8349,N,1,1,40,1,3.75,3.75,N
681,4/3/2019,13:25:04,8,42,8299,N,1,1,38,1,3.75,3.75,N
685,4/3/2019,15:15:39,8,45,8291,N,1,1,48,2,5,2.5,N
685,4/3/2019,15:15:39,8,45,8291,N,1,5,71,1,3.75,3.75,N
694,4/3/2019,15:15:01,8,42,8027,Y,1,1,45,2,6,3,N
698,4/3/2019,14:07:23,8,15,8481,Y,1,1,49,2,6,3,N
718,4/3/2019,8:12:31,8,15,8487,N,1,1,57,2,6.2,3.1,N
720,4/3/2019,11:50:45,8,45,8016,Y,1,1,36,1,3.75,3.75,N
720,4/3/2019,11:50:45,8,45,8016,Y,1,5,69,1,3.25,3.25,N
739,4/3/2019,12:45:53,8,45,8223,Y,1,1,40,1,3.75,3.75,N
743,4/3/2019,18:39:35,8,15,8341,N,1,1,87,1,3,3,N
745,4/3/2019,19:21:09,8,42,8462,Y,1,1,24,1,3,3,N
749,4/3/2019,11:20:10,8,15,8299,Y,1,1,49,2,6,3,N
751,4/3/2019,16:22:58,8,42,8100,Y,1,1,46,2,5,2.5,N
755,4/3/2019,19:25:31,8,15,8025,Y,1,1,44,1,2.5,2.5,N
755,4/3/2019,19:25:31,8,15,8025,Y,1,5,74,1,3.5,3.5,N
770,4/3/2019,8:01:23,8,42,8497,Y,1,1,55,1,4,4,N
774,4/3/2019,9:33:50,8,45,8441,N,1,1,57,1,3.1,3.1,N
784,4/3/2019,18:05:59,8,42,8444,Y,1,1,56,2,5.1,2.55,N
786,4/3/2019,13:17:20,8,42,8056,Y,1,1,61,1,4.75,4.75,N
790,4/3/2019,13:43:50,8,42,8026,Y,1,1,57,2,6.2,3.1,N
790,4/3/2019,13:43:50,8,42,8026,Y,1,5,75,1,3.5,3.5,N
792,4/3/2019,17:27:24,8,42,8346,Y,1,1,50,2,5,2.5,N
792,4/3/2019,17:27:24,8,42,8346,Y,1,5,69,1,3.25,3.25,N
794,4/3/2019,18:31:44,8,45,8160,Y,1,1,30,1,3,3,N
797,4/3/2019,12:28:05,8,42,8157,Y,1,1,49,1,3,3,N
798,4/3/2019,14:12:53,8,15,8370,Y,1,1,60,2,7.5,3.75,N
807,4/3/2019,11:50:59,8,45,8493,Y,1,1,41,2,8.5,4.25,N
812,4/3/2019,14:28:01,8,42,8351,Y,1,1,52,2,5,2.5,N
835,4/3/2019,16:48:22,8,42,8106,N,1,1,31,2,4.4,2.2,N
848,4/3/2019,16:29:14,8,42,8418,Y,1,1,46,2,5,2.5,N
850,4/3/2019,19:50:50,8,42,8299,Y,1,1,49,1,3,3,N
859,4/3/2019,8:01:20,8,15,8371,Y,1,1,58,2,7,3.5,N
866,4/3/2019,18:32:23,8,42,8446,N,1,1,43,1,3,3,N
867,4/3/2019,19:26:10,8,45,8289,Y,1,1,22,2,4,2,N
869,4/3/2019,18:29:26,8,45,8477,Y,1,1,26,1,3,3,N
871,4/3/2019,15:48:25,8,45,8228,Y,1,1,59,1,4.5,4.5,N
873,4/3/2019,16:28:33,8,45,8028,Y,1,1,53,2,6,3,N
874,4/3/2019,18:35:12,8,15,8361,N,1,1,60,2,7.5,3.75,N
889,4/3/2019,15:46:51,8,42,8341,N,1,1,87,1,3,3,N
889,4/3/2019,15:46:51,8,42,8341,N,1,5,77,1,3,3,N
892,4/3/2019,13:44:19,8,15,8200,Y,1,1,54,1,2.5,2.5,N
901,4/3/2019,12:40:55,8,15,8337,N,1,1,45,1,3,3,N
907,4/3/2019,19:16:11,8,42,8211,Y,1,1,59,2,9,4.5,N
914,4/3/2019,18:09:18,8,42,8189,Y,1,1,39,1,4.25,4.25,N
932,4/3/2019,17:31:11,8,45,8440,Y,1,1,32,2,6,3,N
937,4/3/2019,17:53:42,8,15,8494,N,1,1,56,1,2.55,2.55,N
938,4/3/2019,14:07:45,8,15,8101,Y,1,1,24,1,3,3,N
944,4/3/2019,12:51:17,8,15,8390,Y,1,1,49,2,6,3,N
951,4/3/2019,8:18:53,8,15,8186,N,1,1,23,2,5,2.5,N
960,4/3/2019,19:27:38,8,45,8240,N,1,1,44,2,5,2.5,N
978,4/3/2019,15:33:20,8,42,8126,N,1,1,54,1,2.5,2.5,N
978,4/3/2019,15:33:20,8,42,8126,N,1,5,74,1,3.5,3.5,N
981,4/3/2019,13:29:10,8,42,8473,N,1,1,23,1,2.5,2.5,N
989,4/3/2019,17:54:06,8,42,8106,Y,1,1,33,2,7,3.5,N
1003,4/3/2019,16:16:00,8,42,8031,Y,1,1,60,1,3.75,3.75,N
1003,4/3/2019,16:16:00,8,42,8031,Y,1,5,76,1,3.5,3.5,N
1012,4/3/2019,16:31:50,8,15,8366,Y,1,1,52,1,2.5,2.5,N
1012,4/3/2019,16:31:50,8,15,8366,Y,1,5,78,1,4.5,4.5,N
1013,4/3/2019,14:52:22,8,45,8274,N,1,1,53,1,3,3,N
1014,4/3/2019,12:21:00,8,15,8100,Y,1,1,47,2,6,3,N
1017,4/3/2019,10:11:25,8,42,8455,Y,1,1,33,1,3.5,3.5,N
1020,4/3/2019,14:09:52,8,15,8086,N,1,1,56,1,2.55,2.55,N
1023,4/3/2019,17:34:46,8,15,8414,N,1,1,25,2,4.4,2.2,N
1024,4/3/2019,18:07:36,8,42,8462,N,1,1,38,2,7.5,3.75,N
1030,4/3/2019,15:59:51,8,15,8152,Y,1,1,53,1,3,3,N
1034,4/3/2019,13:04:21,8,45,8495,N,1,1,51,1,3,3,N
1035,4/3/2019,10:23:17,8,15,8371,N,1,1,46,1,2.5,2.5,N
1042,4/3/2019,19:21:51,8,15,8045,N,1,1,27,2,7,3.5,N
1044,4/3/2019,9:41:14,8,42,8441,Y,1,1,33,1,3.5,3.5,N
1046,4/3/2019,15:11:28,8,15,8312,N,1,1,48,2,5,2.5,N
1046,4/3/2019,15:11:28,8,15,8312,N,1,5,77,1,3,3,N
1050,4/3/2019,14:26:19,8,15,8101,N,1,1,42,1,2.5,2.5,N
1052,4/3/2019,8:46:34,8,45,8242,N,1,1,34,1,2.45,2.45,N
1063,4/3/2019,8:34:35,8,15,8034,N,1,1,87,1,3,3,N
1065,4/3/2019,9:09:12,8,45,8458,Y,1,1,49,2,6,3,N
1068,4/3/2019,17:36:15,8,15,8259,N,1,1,47,1,3,3,N
1086,4/3/2019,10:21:51,8,45,8370,N,1,1,54,1,2.5,2.5,N
1087,4/3/2019,14:55:22,8,45,8167,Y,1,1,47,2,6,3,N
1093,4/3/2019,14:10:19,8,45,8285,Y,1,1,39,1,4.25,4.25,N
1109,4/3/2019,11:58:21,8,15,8252,N,1,1,48,2,5,2.5,N
1110,4/3/2019,9:54:35,8,15,8203,Y,1,1,61,2,9.5,4.75,N
1112,4/3/2019,14:44:42,8,42,8272,N,1,1,40,2,7.5,3.75,N
1114,4/3/2019,14:46:17,8,15,8492,N,1,1,28,1,2,2,N
1123,4/3/2019,10:47:34,8,15,8446,Y,1,1,46,2,5,2.5,N
1141,4/3/2019,12:26:27,8,42,8037,Y,1,1,36,1,3.75,3.75,N
1144,4/3/2019,14:09:18,8,45,8440,N,1,1,42,1,2.5,2.5,N
1151,4/3/2019,16:51:51,8,45,8149,N,1,1,22,2,4,2,N
1171,4/3/2019,8:44:23,8,15,8498,N,1,1,22,2,4,2,N
1172,4/3/2019,9:13:23,8,45,8092,Y,1,1,22,2,4,2,N
1177,4/3/2019,19:16:41,8,45,8034,Y,1,1,49,1,3,3,N
1198,4/3/2019,16:35:23,8,45,8167,Y,1,1,32,1,3,3,N
1198,4/3/2019,16:35:23,8,45,8167,Y,1,5,79,1,3.75,3.75,N
1200,4/3/2019,17:28:50,8,15,8144,N,1,1,37,2,6,3,N
1201,4/3/2019,9:39:20,8,45,8178,Y,1,1,55,1,4,4,N
1214,4/3/2019,10:54:57,8,42,8254,N,1,1,54,1,2.5,2.5,N
1220,4/3/2019,18:15:55,8,42,8411,Y,1,1,22,2,4,2,N
1220,4/3/2019,18:15:55,8,42,8411,Y,1,5,76,1,3.5,3.5,N
1222,4/3/2019,9:50:48,8,15,8164,Y,1,1,55,2,8,4,N
1224,4/3/2019,16:50:27,8,15,8241,N,1,1,61,1,4.75,4.75,N
1225,4/3/2019,16:54:02,8,42,8375,Y,1,1,47,2,6,3,N
1228,4/3/2019,18:30:50,8,45,8392,N,1,1,47,1,3,3,N
1233,4/3/2019,16:21:27,8,42,8492,Y,1,1,46,1,2.5,2.5,N
1239,4/3/2019,17:21:34,8,45,8465,Y,1,1,52,2,5,2.5,N
1241,4/3/2019,11:30:16,8,15,8431,N,1,1,37,2,6,3,N
1243,4/3/2019,12:20:50,8,15,8182,Y,1,1,23,2,5,2.5,N
1251,4/3/2019,8:10:21,8,42,8177,N,1,1,46,2,5,2.5,N
1261,4/3/2019,14:03:33,8,15,8214,N,1,1,35,1,3.1,3.1,N
1261,4/3/2019,14:03:33,8,15,8214,N,1,5,74,1,3.5,3.5,N
1269,4/3/2019,14:54:47,8,42,8435,Y,1,1,87,2,6,3,N
1275,4/3/2019,19:39:05,8,42,8213,Y,1,1,47,1,3,3,N
1293,4/3/2019,12:50:49,8,45,8301,Y,1,1,58,2,7,3.5,N
1297,4/3/2019,18:04:13,8,45,8500,Y,1,1,22,1,2,2,N
1300,4/3/2019,11:17:17,8,42,8314,Y,1,1,61,2,9.5,4.75,N
1311,4/3/2019,19:10:05,8,42,8459,N,1,1,33,2,7,3.5,N
1311,4/3/2019,19:10:05,8,42,8459,N,1,5,74,1,3.5,3.5,N
1325,4/3/2019,18:46:51,8,42,8063,Y,1,1,27,2,7,3.5,N
1325,4/3/2019,18:46:51,8,42,8063,Y,1,5,71,1,3.75,3.75,N
1326,4/3/2019,16:37:05,8,45,8278,N,1,1,35,1,3.1,3.1,N
1335,4/3/2019,13:26:01,8,15,8496,N,1,1,49,1,3,3,N
